Contig	Start	End	ID	Name	Product	females_depth	females_depth_corr	females_depth_coding	females_depth_coding_corr	females_depth_noncoding	females_depth_noncoding_corr	males_depth	males_depth_corr	males_depth_coding	males_depth_coding_corr	males_depth_noncoding	males_depth_noncoding_corr	females_snps	females_snps_coding	females_snps_noncoding	males_snps	males_snps_coding	males_snps_noncoding
696	1864185	1912580	FUN_011927			65	64	70	69	65	64	66	66	78	78	66	66	1	0	1	1	0	1
85	231657	232562	FUN_000525			6	5	6	5	0	0	13	13	13	13	0	0	0	0	0	0	0	0
200	1096212	1096278	FUN_002426			92	91	0	0	0	0	84	84	0	0	0	0	0	0	0	0	0	0
336	265500	265572	FUN_004899			1	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0
632	1139322	1153515	FUN_010680	VGLL2		66	65	72	71	66	65	66	66	67	67	66	66	0	0	0	0	0	0
762	737522	750611	FUN_013379			68	67	80	79	67	66	64	64	71	71	64	64	0	0	0	0	0	0
1297	744739	744806	FUN_022793			60	59	0	0	0	0	58	58	0	0	0	0	0	0	0	0	0	0
1550	1405143	1419750	FUN_027932			64	63	38	37	76	75	65	65	39	39	78	78	0	0	0	1	0	1
74	402916	560639	FUN_000338	RBM25		73	72	79	78	73	72	71	71	75	75	71	71	1	0	1	0	0	0
1583	261390	266869	FUN_028621			69	68	72	71	69	68	65	65	58	58	65	65	0	0	0	0	0	0
335	1963247	1995331	FUN_004887	GCNT4		71	70	84	83	70	69	70	70	78	78	69	69	0	0	0	0	0	0
126	740899	831432	FUN_001302			66	65	67	66	66	65	64	64	69	69	64	64	0	0	0	6	0	6
1378	1804210	1825108	FUN_024412			64	63	74	73	64	63	61	61	70	70	60	60	2	0	2	13	0	13
273	1262981	1263057	FUN_003603			76	75	0	0	0	0	74	74	0	0	0	0	0	0	0	0	0	0
226	231862	232560	FUN_002941			64	63	65	64	63	62	65	65	58	58	71	71	0	0	0	0	0	0
1686	812776	812854	FUN_029960			69	68	0	0	0	0	75	75	0	0	0	0	0	0	0	0	0	0
1050	1022140	1023657	FUN_018381			85	84	85	84	0	0	77	77	77	77	0	0	0	0	0	0	0	0
330	433700	434776	FUN_004633			60	59	60	59	0	0	58	58	58	58	0	0	0	0	0	0	0	0
610	2542510	2561120	FUN_010037	TRAPPC2L		73	72	69	68	73	72	71	71	70	70	71	71	0	0	0	0	0	0
1981	88817	141407	FUN_036657	NOL4		64	63	68	67	64	63	64	64	72	72	64	64	0	0	0	2	0	2
2289	4290	8561	FUN_042210			51	50	44	43	52	51	51	51	47	47	51	51	0	0	0	0	0	0
941	81774	82269	FUN_016194			67	66	66	65	67	66	80	80	77	77	82	82	0	0	0	5	4	1
2368	1430618	1529207	FUN_046581	DCLK3_2		67	66	46	45	69	68	64	64	42	42	65	65	3	0	3	4	0	4
456	2761357	2761428	FUN_007054			82	81	0	0	0	0	85	85	0	0	0	0	0	0	0	0	0	0
452	1423569	1458791	FUN_006927	CDK2		73	72	70	69	73	72	71	71	75	75	71	71	1	0	1	0	0	0
1428	881684	884027	FUN_025919			13	12	13	12	13	12	18	18	18	18	16	16	0	0	0	0	0	0
2242	2784275	2796319	FUN_041434			62	61	70	69	62	61	60	60	64	64	60	60	5	0	5	0	0	0
1087	1051154	1083389	FUN_018851			67	66	37	36	69	68	67	67	38	38	69	69	0	0	0	0	0	0
1157	1349628	1355482	FUN_020374			72	71	85	84	71	70	67	67	84	84	66	66	0	0	0	0	0	0
201	812097	890328	FUN_002465	TELO2		67	66	71	70	67	66	69	69	70	70	69	69	0	0	0	6	0	6
528	190388	201693	FUN_008205			68	67	68	67	68	67	68	68	66	66	68	68	0	0	0	0	0	0
613	1400312	1406634	FUN_010115			73	72	65	64	73	72	72	72	66	66	72	72	0	0	0	0	0	0
65	271143	286706	FUN_000260	TPRG1L		72	71	75	74	71	70	71	71	79	79	71	71	0	0	0	0	0	0
452	1887553	1891640	FUN_006946			69	68	69	68	63	62	66	66	66	66	65	65	0	0	0	0	0	0
85	145203	147671	FUN_000495			7	6	7	6	6	5	14	14	13	13	15	15	0	0	0	0	0	0
1428	628182	628253	FUN_025807			7	6	0	0	0	0	13	13	0	0	0	0	0	0	0	0	0	0
1259	920300	920629	FUN_022230			115	114	114	113	0	0	104	104	103	103	0	0	0	0	0	0	0	0
676	289243	289315	FUN_011473			77	76	0	0	0	0	73	73	0	0	0	0	0	0	0	0	0	0
577	466055	466600	FUN_009334	NAT16_1		66	65	66	65	0	0	68	68	68	68	0	0	0	0	0	0	0	0
1794	52103	52668	FUN_032358			69	68	69	68	68	67	65	65	65	65	67	67	0	0	0	0	0	0
632	926559	957857	FUN_010675			58	57	48	47	59	58	56	56	45	45	57	57	0	0	0	6	0	6
1801	1570239	1577224	FUN_032587			63	62	59	58	64	63	58	58	54	54	59	59	0	0	0	0	0	0
908	337046	337780	FUN_015884			1	0	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0
85	152719	153740	FUN_000498			7	6	7	6	12	11	12	12	12	12	11	11	12	12	0	0	0	0
1396	793769	793843	FUN_024832			67	66	0	0	0	0	78	78	0	0	0	0	0	0	0	0	0	0
291	279092	280233	FUN_003839			80	79	77	76	81	80	70	70	72	72	69	69	0	0	0	0	0	0
708	1187566	1188622	FUN_012184			83	82	83	82	84	83	79	79	79	79	79	79	0	0	0	0	0	0
1381	126204	169687	FUN_024427			65	64	69	68	65	64	64	64	72	72	64	64	0	0	0	36	0	36
1888	169523	170284	FUN_034014			72	71	69	68	79	78	72	72	64	64	86	86	0	0	0	0	0	0
380	751385	753587	FUN_005675			82	81	80	79	83	82	79	79	74	74	79	79	0	0	0	0	0	0
318	1347467	1347619	FUN_004369			61	60	60	59	0	0	66	66	65	65	0	0	0	0	0	0	0	0
327	950236	955754	FUN_004538	SRD5A1_1		61	60	72	71	60	59	62	62	72	72	60	60	1	0	1	0	0	0
299	457781	458112	FUN_003966			29	28	32	31	23	22	30	30	33	33	25	25	0	0	0	0	0	0
1344	657141	679480	FUN_023939	SSU72		76	75	71	70	76	75	72	72	70	70	72	72	0	0	0	0	0	0
1816	788703	788775	FUN_032955			64	63	0	0	0	0	86	86	0	0	0	0	0	0	0	0	0	0
380	1733569	1733880	FUN_005709			68	67	68	67	0	0	80	80	80	80	0	0	0	0	0	0	0	0
1956	2272352	2285397	FUN_035927			66	65	67	66	66	65	65	65	68	68	64	64	1	0	1	0	0	0
823	3374475	3397866	FUN_014565	DDAH1		73	72	75	74	73	72	72	72	74	74	72	72	0	0	0	0	0	0
227	6694	7934	FUN_002968			54	53	49	48	56	55	60	60	58	58	60	60	0	0	0	0	0	0
1890	1321894	1359633	FUN_034081	PPP4C		60	59	76	75	60	59	58	58	66	66	58	58	0	0	0	0	0	0
994	215404	269388	FUN_017087	CMTR2		66	65	72	71	65	64	66	66	76	76	65	65	2	0	2	1	0	1
596	413156	415114	FUN_009758			70	69	75	74	66	65	79	79	84	84	76	76	0	0	0	0	0	0
1188	1392778	1392850	FUN_020599			83	82	0	0	0	0	76	76	0	0	0	0	0	0	0	0	0	0
123	604728	621524	FUN_001263			59	58	74	73	58	57	58	58	72	72	57	57	0	0	0	0	0	0
1576	1322148	1335198	FUN_028420			66	65	62	61	66	65	62	62	62	62	62	62	1	0	1	0	0	0
456	518351	531655	FUN_006991			63	62	40	39	67	66	64	64	40	40	68	68	0	0	0	0	0	0
698	1697624	1697943	FUN_012028			81	80	81	80	82	81	87	87	87	87	87	87	0	0	0	0	0	0
195	58746	58818	FUN_002311			77	76	0	0	0	0	84	84	0	0	0	0	0	0	0	0	0	0
1057	18367	59371	FUN_018483			67	66	75	74	66	65	66	66	72	72	66	66	0	0	0	0	0	0
71	10438	74060	FUN_000309	SOAT1		65	64	72	71	65	64	64	64	69	69	64	64	0	0	0	1	0	1
143	816499	818363	FUN_001612	LMO4		80	79	85	84	78	77	80	80	68	68	83	83	0	0	0	0	0	0
2352	3476124	3476531	FUN_045015			63	62	63	62	0	0	72	72	72	72	0	0	0	0	0	0	0	0
85	171864	172757	FUN_000505			8	7	8	7	0	0	15	15	15	15	0	0	0	0	0	0	0	0
2121	1329308	1335893	FUN_038951			66	65	69	68	66	65	68	68	71	71	68	68	0	0	0	1	0	1
593	1576632	1576951	FUN_009734			78	77	78	77	0	0	72	72	71	71	0	0	0	0	0	0	0	0
1945	8802	66886	FUN_035636			69	68	74	73	68	67	68	68	74	74	68	68	0	0	0	0	0	0
610	1391500	1393526	FUN_010006	ZP4		61	60	64	63	60	59	62	62	60	60	63	63	0	0	0	0	0	0
672	64865	64937	FUN_011351			75	74	0	0	0	0	80	80	0	0	0	0	0	0	0	0	0	0
205	1491893	1491974	FUN_002547			28	27	0	0	0	0	32	32	0	0	0	0	0	0	0	0	0	0
142	369210	412181	FUN_001552	MOCS3		65	64	68	67	65	64	62	62	66	66	62	62	1	0	1	0	0	0
1326	2897929	2898561	FUN_023448			73	72	73	72	0	0	70	70	70	70	0	0	0	0	0	0	0	0
817	1850607	1850981	FUN_014348			59	58	59	58	0	0	47	47	47	47	0	0	0	0	0	0	0	0
969	781541	781734	FUN_016722			85	84	85	84	0	0	75	75	74	74	0	0	0	0	0	0	0	0
364	353943	461510	FUN_005239	LASP1		64	63	66	65	64	63	63	63	68	68	63	63	6	0	6	39	0	39
1606	389917	403255	FUN_029028			71	70	75	74	70	69	72	72	72	72	72	72	1	1	0	0	0	0
1007	1612028	1651289	FUN_017370			71	70	69	68	71	70	70	70	72	72	70	70	0	0	0	0	0	0
1123	833231	833951	FUN_019526			67	66	68	67	66	65	83	83	80	80	85	85	0	0	0	0	0	0
572	19500	30647	FUN_009292			39	38	70	69	32	31	41	41	75	75	34	34	5	0	5	5	0	5
55	191046	192263	FUN_000163	TENT5A		76	75	76	75	0	0	81	81	81	81	0	0	0	0	0	0	0	0
380	293228	293300	FUN_005658			72	71	0	0	0	0	60	60	0	0	0	0	0	0	0	0	0	0
186	184718	185897	FUN_002124			0	0	0	0	0	0	8	8	9	9	6	6	0	0	0	0	0	0
941	530374	531261	FUN_016202			61	60	59	58	63	62	60	60	58	58	61	61	0	0	0	0	0	0
94	241710	245311	FUN_000912			51	50	46	45	63	62	41	41	37	37	50	50	1	1	0	0	0	0
85	233028	235412	FUN_000526			7	6	7	6	9	8	14	14	14	14	18	18	0	0	0	0	0	0
896	2696790	2702067	FUN_015505			65	64	64	63	66	65	61	61	63	63	61	61	0	0	0	0	0	0
1463	1821366	1822661	FUN_026609			68	67	68	67	66	65	68	68	68	68	67	67	0	0	0	0	0	0
2297	757272	834626	FUN_042271			63	62	67	66	63	62	63	63	72	72	63	63	13	0	13	1	0	1
1070	1313152	1313225	FUN_018599			62	61	0	0	0	0	65	65	0	0	0	0	0	0	0	0	0	0
90	366764	366843	FUN_000890			72	71	0	0	0	0	67	67	0	0	0	0	0	0	0	0	0	0
85	915062	916936	FUN_000752			6	5	7	6	5	4	15	15	15	15	15	15	15	15	0	0	0	0
85	897485	898250	FUN_000744			7	6	7	6	6	5	15	15	14	14	19	19	0	0	0	0	0	0
44	390570	399884	FUN_000114			69	68	75	74	68	67	66	66	76	76	66	66	0	0	0	0	0	0
325	23251	41637	FUN_004446			64	63	76	75	64	63	64	64	76	76	63	63	1	0	1	0	0	0
2347	9026110	9047608	FUN_044536	npm1		65	64	69	68	64	63	64	64	79	79	64	64	1	0	1	2	0	2
85	318219	319989	FUN_000550			5	4	5	4	4	3	11	11	11	11	17	17	0	0	0	0	0	0
332	24772	27134	FUN_004650			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2130	276867	278882	FUN_039188			75	74	49	48	78	77	70	70	51	51	72	72	0	0	0	0	0	0
241	624494	627994	FUN_003141			73	72	69	68	74	73	77	77	78	78	77	77	0	0	0	0	0	0
1526	487168	496863	FUN_027619			74	73	77	76	74	73	73	73	67	67	74	74	0	0	0	0	0	0
1818	1894999	1895235	FUN_032995			72	71	72	71	0	0	69	69	69	69	0	0	0	0	0	0	0	0
614	1808924	1808997	FUN_010187			71	70	0	0	0	0	67	67	0	0	0	0	0	0	0	0	0	0
350	186884	187906	FUN_004938			59	58	53	52	73	72	63	63	56	56	78	78	0	0	0	0	0	0
655	121280	121357	FUN_011128			74	73	0	0	0	0	70	70	0	0	0	0	0	0	0	0	0	0
2128	1188144	1188716	FUN_039155			87	86	87	86	88	87	72	72	74	74	68	68	0	0	0	0	0	0
2348	6158966	6205691	FUN_044734			68	67	75	74	68	67	68	68	73	73	67	67	0	0	0	4	0	4
103	500860	500940	FUN_001017			62	61	0	0	0	0	70	70	0	0	0	0	0	0	0	0	0	0
832	15699	49127	FUN_014615	PARP14_9		82	81	67	66	83	82	95	95	68	68	96	96	3	0	3	2	0	2
817	1855564	1938072	FUN_014349	MON2		69	68	75	74	69	68	68	68	70	70	68	68	0	0	0	0	0	0
1953	1147240	1174277	FUN_035711			74	73	75	74	74	73	73	73	68	68	73	73	0	0	0	0	0	0
26	124856	131008	FUN_000021			67	66	75	74	66	65	69	69	76	76	67	67	0	0	0	0	0	0
85	326181	333043	FUN_000554			7	6	7	6	9	8	12	12	13	13	10	10	0	0	0	0	0	0
629	1640279	1640827	FUN_010572			51	50	51	50	0	0	49	49	49	49	0	0	0	0	0	0	0	0
778	15055	45377	FUN_013772			65	64	71	70	65	64	64	64	65	65	64	64	3	0	3	0	0	0
445	472421	482035	FUN_006780			70	69	70	69	70	69	74	74	71	71	74	74	0	0	0	0	0	0
356	2716134	2737596	FUN_005115			73	72	74	73	73	72	71	71	76	76	71	71	0	0	0	0	0	0
2081	22	15180	FUN_038442			753	747	636	631	782	775	737	742	622	626	767	773	0	0	0	0	0	0
1250	32916	110461	FUN_022103			79	78	87	86	79	78	75	75	80	80	75	75	0	0	0	0	0	0
986	3754913	3758455	FUN_017037			81	80	85	84	79	78	75	75	78	78	73	73	0	0	0	0	0	0
192	23724	24629	FUN_002225	NMRAL1_2		84	83	84	83	0	0	81	81	81	81	0	0	0	0	0	0	0	0
1007	1760399	1802310	FUN_017377	LPCAT3		71	70	69	68	71	70	71	71	72	72	71	71	0	0	0	0	0	0
1771	104360	106097	FUN_031879			81	80	83	82	81	80	75	75	70	70	75	75	0	0	0	0	0	0
86	776578	777071	FUN_047168			73	72	71	70	74	73	77	77	75	75	80	80	0	0	0	0	0	0
1869	989444	990966	FUN_033611			65	64	54	53	70	69	65	65	56	56	68	68	0	0	0	0	0	0
1910	1295322	1295964	FUN_034681			56	55	55	54	69	68	51	51	50	50	61	61	0	0	0	0	0	0
1129	353047	353762	FUN_019625			77	76	73	72	84	83	68	68	66	66	73	73	0	0	0	0	0	0
2261	2576189	2588205	FUN_041879	CHST13_3		71	70	79	78	70	69	72	72	85	85	70	70	0	0	0	0	0	0
299	447899	450670	FUN_003965			62	61	67	66	61	60	66	66	71	71	65	65	0	0	0	0	0	0
282	309946	488495	FUN_003700			62	61	72	71	61	60	61	61	74	74	60	60	19	0	19	42	0	42
844	361406	363379	FUN_014686			67	66	55	54	70	69	72	72	63	63	74	74	0	0	0	0	0	0
521	2669173	2669240	FUN_008136			75	74	0	0	0	0	53	53	0	0	0	0	0	0	0	0	0	0
568	566558	644824	FUN_009128			68	67	67	66	68	67	68	68	68	68	68	68	0	0	0	0	0	0
607	323905	366734	FUN_009960			71	70	73	72	71	70	72	72	76	76	71	71	0	0	0	0	0	0
1396	1152625	1153378	FUN_024842			77	76	79	78	75	74	73	73	71	71	74	74	0	0	0	0	0	0
356	2790835	3024161	FUN_005118	MIB2_2		69	68	68	67	69	68	69	69	65	65	69	69	1	0	1	2	0	2
396	71501	72238	FUN_005917			62	61	50	49	68	67	72	72	71	71	72	72	0	0	0	0	0	0
2355	1957490	1958921	FUN_045392			77	76	83	82	65	64	68	68	73	73	57	57	0	0	0	0	0	0
213	553749	578825	FUN_002689	Nxpe5_1		66	65	24	23	76	75	65	65	23	23	75	75	0	0	0	0	0	0
490	628736	632718	FUN_007597			62	61	68	67	61	60	62	62	65	65	62	62	0	0	0	0	0	0
1899	2559216	2559291	FUN_034286			67	66	0	0	0	0	67	67	0	0	0	0	0	0	0	0	0	0
2030	128700	128776	FUN_037212			69	68	0	0	0	0	71	71	0	0	0	0	0	0	0	0	0	0
2344	5623155	5709580	FUN_044062	SYNJ1		71	70	70	69	72	71	71	71	71	71	71	71	0	0	0	0	0	0
885	3318519	3318591	FUN_015373			72	71	0	0	0	0	84	84	0	0	0	0	0	0	0	0	0	0
1103	1032912	1040093	FUN_019221			62	61	47	46	67	66	63	63	47	47	68	68	0	0	0	0	0	0
528	1222125	1232436	FUN_008233	Calm2_4		79	78	87	86	79	78	76	76	77	77	76	76	0	0	0	0	0	0
647	2398348	2398691	FUN_011036			78	77	74	73	81	80	77	77	75	75	79	79	0	0	0	0	0	0
769	4055837	4057123	FUN_013523			72	71	72	71	0	0	71	71	71	71	0	0	0	0	0	0	0	0
259	507735	508557	FUN_003309			59	58	67	66	56	55	58	58	68	68	55	55	0	0	0	0	0	0
2200	1101798	1101955	FUN_040527			28	27	28	27	0	0	33	33	33	33	0	0	0	0	0	0	0	0
989	102795	500189	FUN_017073			20	19	21	20	20	19	24	24	24	24	24	24	9	0	9	0	0	0
2351	1773879	1773951	FUN_044902			68	67	0	0	0	0	68	68	0	0	0	0	0	0	0	0	0	0
747	77768	95991	FUN_013103			64	63	71	70	64	63	64	64	69	69	63	63	0	0	0	0	0	0
531	717907	725116	FUN_008290			70	69	78	77	69	68	69	69	83	83	68	68	0	0	0	0	0	0
1264	60989	133822	FUN_022314	KIF17		70	69	70	69	70	69	69	69	74	74	68	68	0	0	0	0	0	0
110	159089	159166	FUN_001065			69	68	0	0	0	0	73	73	0	0	0	0	0	0	0	0	0	0
2020	1009475	1010044	FUN_037123			69	68	70	69	63	62	70	70	69	69	72	72	0	0	0	0	0	0
121	288491	290182	FUN_001213	TM6SF1_1		50	49	60	59	48	47	53	53	57	57	52	52	0	0	0	0	0	0
1818	1972729	1980785	FUN_033002			73	72	61	60	73	72	69	69	66	66	69	69	0	0	0	0	0	0
2344	7763461	7765205	FUN_044114	VNN1_6		76	75	74	73	83	82	73	73	70	70	79	79	0	0	0	0	0	0
1147	3137450	3138954	FUN_020119			51	50	54	53	50	49	48	48	45	45	49	49	0	0	0	0	0	0
94	759577	760232	FUN_000921			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1463	438057	443528	FUN_026578	TSHZ2		76	75	74	73	79	78	79	79	77	77	83	83	0	0	0	0	0	0
1157	1220025	1261978	FUN_020372			45	44	57	56	44	43	43	43	66	66	43	43	0	0	0	0	0	0
291	1277212	1278889	FUN_003872			63	62	64	63	53	52	62	62	62	62	57	57	0	0	0	0	0	0
1359	651504	749671	FUN_024120	PTCHD3_7		68	67	72	71	68	67	69	69	73	73	69	69	6	0	6	8	1	7
170	671985	672062	FUN_001870			78	77	0	0	0	0	100	100	0	0	0	0	0	0	0	0	0	0
402	1272686	1293154	FUN_006064	DNAI2_2		70	69	68	67	71	70	70	70	74	74	70	70	0	0	0	1	0	1
2207	1059024	1059841	FUN_040640			61	60	61	60	75	74	67	67	67	67	64	64	0	0	0	0	0	0
1025	1180721	1180799	FUN_017822			73	72	0	0	0	0	69	69	0	0	0	0	0	0	0	0	0	0
119	249741	295660	FUN_001177	SH3RF3		71	70	72	71	70	69	70	70	70	70	70	70	0	0	0	0	0	0
1523	741598	743271	FUN_027522			66	65	70	69	64	63	70	70	74	74	66	66	0	0	0	0	0	0
1834	563170	706166	FUN_033160	DNAH12		68	67	68	67	68	67	68	68	69	69	67	67	6	0	6	0	0	0
1770	158365	158522	FUN_031867			71	70	71	70	0	0	71	71	71	71	0	0	0	0	0	0	0	0
1894	915421	922302	FUN_034162	GP2_5		60	59	66	65	59	58	60	60	66	66	59	59	0	0	0	0	0	0
327	1058040	1058423	FUN_004542	inafm2		80	79	80	79	0	0	70	70	70	70	0	0	0	0	0	0	0	0
1972	4546736	4565546	FUN_036377			12	11	34	33	11	10	13	13	32	32	11	11	0	0	0	3	2	1
1007	4320176	4320252	FUN_017433			62	61	0	0	0	0	69	69	0	0	0	0	0	0	0	0	0	0
475	1577657	1587377	FUN_007400	KDM4B_1		73	72	75	74	73	72	73	73	69	69	74	74	0	0	0	0	0	0
1693	5370396	5477060	FUN_030299			65	64	76	75	65	64	63	63	69	69	63	63	32	0	32	26	0	26
749	1149765	1173765	FUN_013175			68	67	25	24	79	78	68	68	25	25	79	79	0	0	0	0	0	0
149	23408	24221	FUN_001651			69	68	65	64	71	70	72	72	68	68	74	74	0	0	0	0	0	0
313	340994	341070	FUN_004167			83	82	0	0	0	0	66	66	0	0	0	0	0	0	0	0	0	0
300	1018345	1019262	FUN_004029			71	70	71	70	71	70	77	77	79	79	73	73	0	0	0	0	0	0
746	4621599	4622977	FUN_012986			41	40	29	28	87	86	42	42	32	32	82	82	0	0	0	0	0	0
634	259460	300148	FUN_010744	HPX2_1		69	68	72	71	69	68	69	69	67	67	69	69	0	0	0	0	0	0
410	146022	176634	FUN_006136	PSMD14		66	65	69	68	66	65	64	64	69	69	64	64	0	0	0	0	0	0
705	40489	174898	FUN_012154			46	45	62	61	45	44	43	43	61	61	42	42	0	0	0	1	0	1
218	2323953	2324020	FUN_002877			59	58	0	0	0	0	54	54	0	0	0	0	0	0	0	0	0	0
129	448178	448244	FUN_001352			92	91	0	0	0	0	83	83	0	0	0	0	0	0	0	0	0	0
117	129512	138607	FUN_001156			74	73	71	70	74	73	71	71	61	61	71	71	0	0	0	0	0	0
631	250498	264289	FUN_010641			73	72	72	71	73	72	71	71	71	71	71	71	0	0	0	0	0	0
217	990152	996531	FUN_002804			63	62	77	76	62	61	63	63	72	72	63	63	0	0	0	0	0	0
406	254762	736123	FUN_006099			66	65	46	45	67	66	65	65	45	45	66	66	9	0	9	24	0	24
555	1651978	1653069	FUN_008852			70	69	65	64	83	82	73	73	72	72	76	76	0	0	0	0	0	0
960	8969	11526	FUN_016581			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1956	505304	554974	FUN_035899	WBP11		67	66	64	63	67	66	67	67	66	66	67	67	1	0	1	13	0	13
1123	2210084	2214293	FUN_019566	MRPS17		78	77	71	70	79	78	74	74	75	75	73	73	0	0	0	0	0	0
433	216788	230927	FUN_006438	PGLYRP1		71	70	40	39	73	72	69	69	38	38	72	72	7	0	7	0	0	0
722	32398	96816	FUN_012621	G6PD		68	67	37	36	70	69	68	68	35	35	69	69	0	0	0	6	0	6
1294	1835375	1958015	FUN_022690			66	65	73	72	65	64	65	65	72	72	65	65	88	0	88	0	0	0
1953	8355835	8355902	FUN_035877			87	86	0	0	0	0	74	74	0	0	0	0	0	0	0	0	0	0
2307	1174719	1257709	FUN_042439	USP19		72	71	73	72	72	71	69	69	69	69	69	69	22	0	22	0	0	0
761	986291	986364	FUN_013334			78	77	0	0	0	0	64	64	0	0	0	0	0	0	0	0	0	0
24	26694	28087	FUN_000013			50	49	50	49	0	0	66	66	66	66	0	0	0	0	0	0	0	0
142	1312891	1313049	FUN_001574			43	42	43	42	0	0	41	41	41	41	0	0	0	0	0	0	0	0
1312	2208659	2209021	FUN_022972			46	45	46	45	0	0	48	48	48	48	0	0	0	0	0	0	0	0
1784	1324374	1373625	FUN_032194	DFNB31_2		62	61	36	35	64	63	61	61	36	36	63	63	2	0	2	0	0	0
2344	3576136	3580666	FUN_043998	DRAM2_4		73	72	74	73	72	71	69	69	73	73	68	68	2	0	2	0	0	0
549	1599522	1601591	FUN_008701			32	31	35	34	29	28	27	27	30	30	25	25	1	1	0	1	0	1
2103	603917	603990	FUN_038806			63	62	0	0	0	0	66	66	0	0	0	0	0	0	0	0	0	0
117	504110	510738	FUN_001161			75	74	103	102	72	71	73	73	103	103	70	70	0	0	0	0	0	0
2136	302849	329291	FUN_046920	FBXO22		66	65	71	70	65	64	65	65	66	66	65	65	0	0	0	0	0	0
1196	3011598	3011665	FUN_020844			58	57	0	0	0	0	60	60	0	0	0	0	0	0	0	0	0	0
247	19916	27036	FUN_003168			3	2	4	3	3	2	5	5	3	3	5	5	0	0	0	0	0	0
1198	1117829	1119327	FUN_021066			77	76	77	76	0	0	69	69	69	69	0	0	0	0	0	0	0	0
2214	1068586	1077328	FUN_040793	MYCBP2_4		68	67	69	68	68	67	69	69	72	72	68	68	0	0	0	0	0	0
548	742266	743387	FUN_008659			49	48	51	50	48	47	44	44	46	46	43	43	0	0	0	0	0	0
1353	2152863	2157442	FUN_024035	SPRYD3_3		75	74	77	76	75	74	76	76	79	79	75	75	0	0	0	0	0	0
1606	1767602	1767673	FUN_029062			69	68	0	0	0	0	65	65	0	0	0	0	0	0	0	0	0	0
226	359582	359654	FUN_002943			68	67	0	0	0	0	88	88	0	0	0	0	0	0	0	0	0	0
365	291092	291526	FUN_005312			78	77	78	77	0	0	70	70	70	70	0	0	0	0	0	0	0	0
714	99290	100055	FUN_012449			52	51	48	47	64	63	46	46	46	46	48	48	0	0	0	0	0	0
117	637477	671521	FUN_001165	GCC1		69	68	72	71	69	68	67	67	70	70	67	67	0	0	0	0	0	0
769	6310238	6313217	FUN_013585			56	55	76	75	53	52	59	59	73	73	57	57	0	0	0	0	0	0
1036	142991	143067	FUN_018099			57	56	0	0	0	0	60	60	0	0	0	0	0	0	0	0	0	0
749	273569	275922	FUN_013141			74	73	61	60	76	75	73	73	54	54	76	76	0	0	0	0	0	0
1510	30529	131568	FUN_027221			69	68	42	41	70	69	68	68	40	40	69	69	0	0	0	1	0	1
377	418306	418974	FUN_005555			73	72	73	72	0	0	73	73	73	73	0	0	0	0	0	0	0	0
26	124018	124091	FUN_000020			72	71	0	0	0	0	76	76	0	0	0	0	0	0	0	0	0	0
267	165752	166075	FUN_003405			66	65	66	65	0	0	75	75	75	75	0	0	0	0	0	0	0	0
2018	299229	299301	FUN_037058			83	82	0	0	0	0	71	71	0	0	0	0	0	0	0	0	0	0
2360	3891913	3892438	FUN_046218			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
117	1091310	1091558	FUN_001168			77	76	76	75	0	0	75	75	75	75	0	0	0	0	0	0	0	0
470	36573	38035	FUN_007227	lztr1		0	0	0	0	1	0	7	7	7	7	8	8	0	0	0	0	0	0
674	48835	88977	FUN_011428	ADHFE1_1		67	66	39	38	68	67	67	67	35	35	68	68	0	0	0	0	0	0
272	581109	581182	FUN_003553			81	80	0	0	0	0	69	69	0	0	0	0	0	0	0	0	0	0
1288	279060	279368	FUN_022625			73	72	72	71	0	0	54	54	54	54	0	0	0	0	0	0	0	0
2040	147494	147826	FUN_037354			83	82	83	82	0	0	82	82	81	81	0	0	0	0	0	0	0	0
283	96109	96182	FUN_003732			53	52	0	0	0	0	67	67	0	0	0	0	0	0	0	0	0	0
688	1287063	1332076	FUN_011853	SH2B2		64	63	71	70	64	63	62	62	72	72	62	62	1	0	1	0	0	0
169	11722	20457	FUN_001855	TRPT1_1		65	64	63	62	65	64	62	62	65	65	61	61	0	0	0	0	0	0
1234	1774628	1777728	FUN_021828	ADAMTS2_1		66	65	74	73	65	64	64	64	80	80	62	62	0	0	0	0	0	0
2286	2047	29131	FUN_042184	SLCO4A1_9		110	109	118	117	110	109	92	92	103	103	91	91	0	0	0	0	0	0
205	321365	333073	FUN_002511			29	28	29	28	45	44	12	12	12	12	11	11	0	0	0	1	1	0
186	71303	72748	FUN_002061			1	0	1	0	0	0	9	9	9	9	10	10	7	7	0	0	0	0
1196	1214891	1297243	FUN_020787	SMC6		70	69	36	35	73	72	68	68	34	34	71	71	0	0	0	12	0	12
922	563919	563996	FUN_016000			30	29	0	0	0	0	34	34	0	0	0	0	0	0	0	0	0	0
